papel,cotacao,pl,pvp,psr,dy,pa,pcg,pebit,pacl,evebit,evebitda,mrgebit,mrgliq,roic,roe,liqc,liq2m,patrliq,divbpatr,c5y
BRTP4,20.81,-39.19,1.43,0.681,0.0,0.399,5.23,3.51,-1.4,5.03,5.03,0.1937,-0.0296,0.1341,-0.0364,1.29,0.0,5302340000.0,0.91,0.0366
BSCT3,4.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09050000000000001,0.0,0.0,212960000.0,0.0,0.0192
BSCT5,3.5,30.51,2.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09050000000000001,0.0,0.0,212960000.0,0.0,0.0192
BSCT6,2.58,22.49,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09050000000000001,0.0,0.0,212960000.0,0.0,0.0192
BSEV3,9.0,56.31,-10.76,0.889,0.0,0.776,-1.59,4.4,-1.02,7.59,3.7,0.20190000000000002,0.0158,0.2066,-0.1912,0.39,0.0,-853187000.0,-8.95,0.0712
BSGR3,1091.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSLI3,12.7,15.05,2.07,0.0,0.0154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1375,0.0,2394.44,2227810000.0,0.0,0.022400000000000003
BSLI4,10.95,12.98,1.78,0.0,0.0197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1375,0.0,2578.83,2227810000.0,0.0,0.022400000000000003
BTTL3,20.19,10.68,7.92,0.546,0.0,1.535,19.75,9.55,-5.67,9.95,7.79,0.0571,0.051100000000000007,0.2256,0.7412000000000001,1.17,395854.0,37891000.0,1.12,0.3972
BUET3,24.99,-5.46,-0.97,1.961,0.0,0.572,-0.67,-13.13,-0.39,-22.6,-36.32,-0.1493,-0.3593,-0.059500000000000004,0.1779,0.11,0.0,-124674000.0,-0.7,0.0455
BUET4,18.49,-4.04,-0.72,1.451,0.0,0.423,-0.5,-9.72,-0.29,-19.18,-30.83,-0.1493,-0.3593,-0.059500000000000004,0.1779,0.11,0.0,-124674000.0,-0.7,0.0455
CAFE3,2.0,0.02,-0.01,0.283,0.0,0.015,-0.01,-0.53,-0.01,-45.67,-53.96,-0.5307,21.638,-0.0281,-0.6417,0.02,0.0,-377387000.0,-0.98,-0.113
CAFE4,0.5,0.0,-0.0,0.071,0.0,0.004,-0.0,-0.13,-0.0,-45.27,-53.49,-0.5307,21.638,-0.0281,-0.6417,0.02,0.0,-377387000.0,-0.98,-0.113
CALI3,9.4,5.0,1.48,0.234,0.0,0.154,0.77,2.65,-0.4,8.11,7.91,0.0886,0.046900000000000004,0.0698,0.29600000000000004,1.65,2771.27,23651000.0,4.16,1.4738999999999998
CALI4,50.0,26.58,7.87,1.247,0.0,0.819,4.08,14.07,-2.12,19.54,19.05,0.0886,0.046900000000000004,0.0698,0.29600000000000004,1.65,0.0,23651000.0,4.16,1.4738999999999998
CAMB3,5.57,4.16,1.37,0.535,0.0463,0.609,3.13,2.52,-7.26,3.58,3.23,0.212,0.1288,0.267,0.3299,1.7,204779.0,171668000.0,0.65,0.1321
CAMB4,6.25,4.67,1.54,0.6,0.0,0.684,3.51,2.83,-8.14,3.89,3.5,0.212,0.1288,0.267,0.3299,1.7,0.0,171668000.0,0.65,0.1321
CAML3,6.89,5.02,0.8,0.242,0.055099999999999996,0.282,1.02,4.97,-3.38,11.28,6.63,0.0487,0.0483,0.07200000000000001,0.1597,1.95,9368630.0,3008160000.0,1.28,0.2298
CASH3,0.89,-13.61,0.98,2.092,0.0,0.567,1.71,-5.44,2.11,-0.19,-0.21,-0.38439999999999996,-0.1495,-0.2375,-0.07200000000000001,1.96,25232300.0,786456000.0,0.0,0.6931
CASN3,12.81,132.26,6.54,8.629,0.0025,2.801,-70.72,55.33,-6.24,62.71,39.28,0.156,0.0652,0.053,0.049400000000000006,0.76,0.0,1860910000.0,0.9,0.0622
CBAV3,6.0,4.12,0.7,0.405,0.0639,0.291,1.72,2.99,-1.33,4.51,3.11,0.1354,0.1085,0.1186,0.1703,1.95,34113000.0,5095550000.0,0.59,0.27699999999999997
CBEE3,13.1,-34.06,0.6,0.407,0.0063,0.186,-2.34,3.42,-0.37,8.82,5.35,0.11900000000000001,-0.011899999999999999,0.0594,-0.0176,0.71,477.49,5234890000.0,0.99,0.1115
CBMA3,0.01,-0.0,-0.0,2.521,0.0,0.007,-0.67,4.07,-0.0,70422.4,5763.7,0.6192,-6816.18,0.0018,0.13570000000000002,0.66,0.0,-19901600000.0,-0.89,-0.0663
CCHI3,0.02,0.0,-0.01,0.0,0.0,0.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-160477000.0,0.0,0.2036
CCIM3,5.52,-16.44,0.94,0.498,0.0,0.198,0.53,8.96,-1.09,25.04,38.84,0.0555,-0.030299999999999997,0.023799999999999998,-0.0575,2.58,0.0,660347000.0,1.93,0.2998
CCRO3,12.83,6.27,2.26,1.351,0.0296,0.513,13.97,2.63,-0.99,4.73,4.03,0.5139,0.21960000000000002,0.2375,0.3605,1.17,120974000.0,11464600000.0,2.53,0.1625
CCTU4,37.28,7.65,0.92,0.307,0.0,0.405,2.29,14.56,-28.32,21.77,21.77,0.021,0.04,0.0296,0.1207,1.48,0.0,82550000.0,0.48,0.12539999999999998
CCXC3,1.16,-0.48,-0.04,0.0,0.0,0.185,0.0,-0.65,0.0,-0.52,-0.52,0.0,0.0,0.0,0.0785,0.0,0.0,-52699000.0,0.0,0.0
CEAB3,2.67,990.39,0.27,0.133,0.0,0.085,0.77,5.04,-0.44,7.91,1.54,0.0264,0.0001,0.0268,0.0003,1.29,13021700.0,3000200000.0,0.72,0.034
CEBR3,12.99,4.77,0.96,2.906,0.2727,0.652,1.46,7.87,1.54,1.65,1.53,0.3693,0.8009000000000001,0.177,0.2009,4.62,75899.8,977096000.0,0.0,-0.4647
CEBR5,13.41,4.92,0.99,3.0,0.2641,0.673,1.51,8.12,1.59,1.91,1.76,0.3693,0.8009000000000001,0.177,0.2009,4.62,21328.0,977096000.0,0.0,-0.4647
CEBR6,13.68,5.02,1.01,3.06,0.2848,0.686,1.54,8.29,1.62,2.07,1.91,0.3693,0.8009000000000001,0.177,0.2009,4.62,149235.0,977096000.0,0.0,-0.4647
CEDO3,6.0,-3.34,0.52,0.049,0.0,0.068,-1.08,0.8,-0.22,4.02,3.12,0.060899999999999996,-0.022000000000000002,0.11,-0.1565,0.9,867.78,114730000.0,2.27,0.1753
CEDO4,4.81,-2.68,0.42,0.039,0.0,0.055,-0.87,0.64,-0.18,3.86,2.99,0.060899999999999996,-0.022000000000000002,0.11,-0.1565,0.9,12559.2,114730000.0,2.27,0.1753
CEEB3,38.0,6.36,1.68,0.713,0.1681,0.389,-28.46,2.94,-0.69,6.51,5.3,0.2427,0.1121,0.14400000000000002,0.2651,0.94,10596.7,5911000000.0,2.22,0.1232
CEEB5,35.0,5.85,1.55,0.656,0.1825,0.358,-26.21,2.7,-0.64,6.28,5.11,0.2427,0.1121,0.14400000000000002,0.2651,0.94,350.07,5911000000.0,2.22,0.1232
CEED3,30.9,-7.92,-0.77,0.472,0.0,0.308,6.55,6.83,-0.3,14.52,9.47,0.0691,-0.0596,0.058600000000000006,0.09699999999999999,1.15,455.12,-2744660000.0,-1.23,0.0999
CEED4,30.0,-7.69,-0.75,0.458,0.0,0.299,6.36,6.63,-0.29,14.32,9.34,0.0691,-0.0596,0.058600000000000006,0.09699999999999999,1.15,73.17,-2744660000.0,-1.23,0.0999
CEGR3,89.0,84.35,20.05,3.767,0.008,5.412,466.91,26.04,-11.87,27.04,23.31,0.1447,0.0447,0.2657,0.2377,1.04,0.0,1152260000.0,1.09,0.0759
CELM3,15.0,-0.67,-0.16,0.257,0.0,0.132,-0.21,-1.02,-0.1,-4.26,-4.26,-0.2514,-0.3836,-0.156,0.2341,0.44,0.0,-11104000.0,-0.66,0.057999999999999996
CEPE3,128.0,60.83,6.19,1.204,0.0,0.724,9.17,8.33,-1.2,14.05,10.64,0.1446,0.019799999999999998,0.1,0.1018,1.4,0.0,1543000000.0,4.86,1.2105
CEPE5,40.12,19.07,1.94,0.377,0.0934,0.227,2.87,2.61,-0.38,8.33,6.31,0.1446,0.019799999999999998,0.1,0.1018,1.4,0.0,1543000000.0,4.86,1.2105
CEPE6,43.0,20.44,2.08,0.405,0.0959,0.243,3.08,2.8,-0.4,8.52,6.45,0.1446,0.019799999999999998,0.1,0.1018,1.4,0.0,1543000000.0,4.86,1.2105
CESP3,25.55,25.75,1.1,3.611,0.0,0.581,61.5,7.04,-1.48,8.25,6.05,0.5129,0.1402,0.0867,0.042800000000000005,1.13,0.0,7583450000.0,0.27,0.1153
CESP4,16.29,0.02,0.0,0.002,0.0,0.0,0.04,0.0,-0.0,1.21,0.89,0.5129,0.1402,0.0867,0.042800000000000005,1.13,0.0,7583450000.0,0.27,0.1153
CESP5,25.0,25.2,1.08,3.534,0.0,0.568,60.18,6.89,-1.45,8.09,5.94,0.5129,0.1402,0.0867,0.042800000000000005,1.13,0.0,7583450000.0,0.27,0.1153
CESP6,25.25,25.45,1.09,3.569,0.0,0.574,60.78,6.96,-1.46,8.16,5.99,0.5129,0.1402,0.0867,0.042800000000000005,1.13,0.0,7583450000.0,0.27,0.1153
CFLU4,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0888,0.1072,0.17679999999999998,0.3215,1.1,0.0,60351000.0,0.06,0.0814
CGAS3,123.6,9.04,15.86,0.941,0.0964,1.293,16.96,5.83,-2.4,7.87,6.68,0.16140000000000002,0.10400000000000001,0.2849,1.754,1.25,13634.6,1032750000.0,6.76,0.23079999999999998
CGAS5,127.0,9.29,16.3,0.966,0.1032,1.329,17.42,5.99,-2.47,8.03,6.82,0.16140000000000002,0.10400000000000001,0.2849,1.754,1.25,108455.0,1032750000.0,6.76,0.23079999999999998
CGOS3,26.2,-4.85,1.89,0.509,0.0,0.167,-0.83,-256.6,-0.25,-570.29,-570.29,-0.002,-0.1048,-0.0008,-0.39020000000000005,0.54,0.0,453387000.0,2.48,0.0897
CGOS4,16.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.16,-0.0,-313.85,-313.85,-0.002,-0.1048,-0.0008,-0.39020000000000005,0.54,0.0,453387000.0,2.48,0.0897
CGRA3,29.0,4.71,0.67,0.822,0.0823,0.479,1.82,4.88,3.07,3.79,3.17,0.1686,0.1745,0.1202,0.1431,2.45,51182.1,832361000.0,0.0,0.1073
CGRA4,28.7,4.66,0.67,0.814,0.0832,0.474,1.8,4.83,3.04,3.74,3.12,0.1686,0.1745,0.1202,0.1431,2.45,168592.0,832361000.0,0.0,0.1073
CIEL3,4.68,8.1,1.16,2.042,0.0537,0.111,2.59,9.71,-56.09,6.37,4.55,0.2102,0.252,0.1377,0.1436,1.05,120624000.0,10928600000.0,0.61,-0.18780000000000002
CIQU3,12.49,6.63,1.05,0.413,0.0,0.515,3.33,4.25,7.55,7.5,5.23,0.09720000000000001,0.0622,0.127,0.15869999999999998,1.36,0.0,296175000.0,0.84,0.1623
CLAN3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0105,0.0,0.0,1012240000.0,0.0,-0.6396000000000001
CLAN4,3.0,-44.92,0.47,15.151,0.0,0.406,-15.5,-82.56,-6.36,-97.43,22.68,-0.18350000000000002,-0.3373,-0.005,-0.0105,0.73,0.0,1012240000.0,0.08,-0.6396000000000001
CLSA3,5.52,-27.99,1.39,2.035,0.0,1.133,1.97,-12.23,2.12,-7.29,-11.43,-0.16649999999999998,-0.0727,-0.2091,-0.049699999999999994,4.98,3777920.0,745253000.0,0.08,0.2144
CLSC3,46.71,3.33,0.62,0.179,0.0582,0.155,-22.86,2.72,-0.36,5.0,3.52,0.06570000000000001,0.0536,0.06849999999999999,0.1875,0.98,12668.9,2883180000.0,0.85,0.09369999999999999
CLSC4,49.08,3.5,0.66,0.188,0.060899999999999996,0.163,-24.02,2.86,-0.37,5.14,3.62,0.06570000000000001,0.0536,0.06849999999999999,0.1875,0.98,137587.0,2883180000.0,0.85,0.09369999999999999
CLSC5,39.01,2.78,0.52,0.149,0.0,0.129,-19.09,2.27,-0.3,4.55,3.21,0.06570000000000001,0.0536,0.06849999999999999,0.1875,0.98,0.0,2883180000.0,0.85,0.09369999999999999
CLSC6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2883180000.0,0.0,0.09369999999999999
CMET4,3.91,8.1,5.38,3.068,0.0,3.136,9.47,5.72,27.2,5.34,5.34,0.5363,0.4303,0.8140000000000001,0.664,2.64,0.0,2847970000.0,0.18,0.3018
CMIG3,17.85,9.6,1.8,1.14,0.0808,0.732,17.39,6.65,-2.13,7.9,6.58,0.1716,0.1188,0.1241,0.18789999999999998,1.2,4294640.0,21777400000.0,0.49,0.1225
CMIG4,11.69,6.29,1.18,0.747,0.1234,0.479,11.39,4.35,-1.4,5.6,4.67,0.1716,0.1188,0.1241,0.18789999999999998,1.2,117746000.0,21777400000.0,0.49,0.1225
CMIN3,4.56,8.48,2.2,1.885,0.2039,0.998,5.03,4.96,-6.19,5.29,4.41,0.38,0.2223,0.2978,0.2589,2.07,36148900.0,11393400000.0,0.74,0.0794
CMMA4,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.0,0.0,-0.0192,0.0,0.0,-79623000.0,0.0,0.0
CNFB4,5.99,9.01,1.57,1.511,0.0,0.872,3.47,8.27,53.95,10.05,7.85,0.1827,0.1677,0.1201,0.1739,2.2,0.0,1552470000.0,0.47,-0.1061
COCE3,57.0,6.93,1.12,0.518,0.0341,0.361,-3.38,3.66,-0.81,7.28,5.45,0.14150000000000001,0.0748,0.1137,0.16190000000000002,0.68,139.02,3956900000.0,1.18,0.1558
COCE5,47.15,5.73,0.93,0.428,0.0412,0.298,-2.8,3.03,-0.67,6.65,4.97,0.14150000000000001,0.0748,0.1137,0.16190000000000002,0.68,2570170.0,3956900000.0,1.18,0.1558
COCE6,35.0,4.25,0.69,0.318,0.0,0.221,-2.08,2.25,-0.5,5.87,4.39,0.14150000000000001,0.0748,0.1137,0.16190000000000002,0.68,0.0,3956900000.0,1.18,0.1558
COGN3,1.78,-6.32,0.27,0.656,0.0,0.127,3.37,3.45,-0.41,9.71,5.74,0.19039999999999999,-0.10619999999999999,0.0416,-0.0434,1.24,59800400.0,12176600000.0,0.67,-0.0708
CORR3,12.0,0.03,0.04,0.123,0.0,0.014,0.02,-0.18,0.1,8.51,8.76,-0.7012999999999999,4.0867,-0.2616,1.3368,3.47,0.0,6909000.0,0.0,0.0053
CORR4,82.0,0.21,0.27,0.84,0.0,0.096,0.17,-1.2,0.66,7.49,7.71,-0.7012999999999999,4.0867,-0.2616,1.3368,3.47,0.0,6909000.0,0.0,0.0053
CPFE3,33.04,7.47,2.34,0.967,0.0981,0.535,126.54,3.98,-0.99,6.16,5.22,0.2429,0.1326,0.151,0.31370000000000003,1.02,64809600.0,16256600000.0,1.56,0.0987
CPFG3,12.65,1.13,0.57,0.483,0.0,0.131,-2.29,0.85,-0.32,1.54,1.2,0.5654,0.5789,0.166,0.5052,0.68,0.0,4044250000.0,0.71,0.1281
CPFG4,12.26,1.09,0.55,0.468,0.0,0.127,-2.22,0.83,-0.31,1.51,1.18,0.5654,0.5789,0.166,0.5052,0.68,0.0,4044250000.0,0.71,0.1281
CPFP4,44.0,4.55,6.37,0.413,0.0,0.328,-369.26,2.29,-0.46,5.33,4.7,0.1802,0.0908,0.1624,1.3995,1.0,0.0,366553000.0,9.16,0.1478
CPLE11,34.71,17.08,0.91,0.866,0.1253,0.382,8.75,4.74,-0.99,7.18,5.42,0.18280000000000002,0.0524,0.0892,0.053399999999999996,1.3,10671900.0,20817400000.0,0.6,0.12269999999999999
CPLE3,6.33,15.58,0.83,0.79,0.1272,0.349,7.98,4.32,-0.9,6.76,5.1,0.18280000000000002,0.0524,0.0892,0.053399999999999996,1.3,10737800.0,20817400000.0,0.6,0.12269999999999999
CPLE5,20.7,50.94,2.72,2.583,0.042800000000000005,1.14,26.1,14.13,-2.94,16.57,12.51,0.18280000000000002,0.0524,0.0892,0.053399999999999996,1.3,4859.17,20817400000.0,0.6,0.12269999999999999
CPLE6,7.13,17.55,0.94,0.89,0.1242,0.393,8.99,4.87,-1.01,7.31,5.52,0.18280000000000002,0.0524,0.0892,0.053399999999999996,1.3,97905400.0,20817400000.0,0.6,0.12269999999999999
CPNY3,2.35,-11.0,0.42,0.232,0.0,0.054,0.2,1.21,-0.13,4.21,4.21,0.1913,-0.021099999999999997,0.0548,-0.038599999999999995,2.26,0.0,398830000.0,2.33,0.201
CPRE3,18.23,8.38,1.88,3.011,0.0,0.929,-658.11,5.03,-2.49,5.3,4.26,0.5981000000000001,0.36619999999999997,0.19940000000000002,0.22440000000000002,0.99,0.0,5757920000.0,0.22,0.19870000000000002
CPSL3,38.02,8.56,3.49,0.787,0.0,2.043,7.39,5.79,11.84,5.48,5.48,0.1359,0.092,0.5715,0.4082,1.89,0.0,1634730000.0,0.17,0.16210000000000002
CRBM3,90.0,-28.95,3.26,1.498,0.0,1.172,2.98,-15.45,16.9,-14.17,-14.17,-0.09699999999999999,-0.0518,-0.12710000000000002,-0.1128,2.24,0.0,827347000.0,0.45,-0.0158
CRBM7,60.0,-19.3,2.18,0.999,0.0,0.782,1.99,-10.3,11.26,-9.02,-9.02,-0.09699999999999999,-0.0518,-0.12710000000000002,-0.1128,2.24,0.0,827347000.0,0.45,-0.0158
CRDE3,15.0,4.84,0.39,8.902,0.0,0.333,5.21,-4.08,38.98,-3.15,-3.17,-2.1806,1.8287,-0.0897,0.081,1.69,20428.0,92735000.0,0.0,-0.2169
CREM3,14.5,32.69,2.45,0.685,0.0,0.67,4.89,8.52,-5.41,12.04,7.07,0.0805,0.021,0.11359999999999999,0.075,1.29,0.0,189701000.0,1.58,-0.0027
CREM4,48.0,0.11,0.01,0.002,0.0,0.002,0.02,0.03,-0.02,3.55,2.09,0.0805,0.021,0.11359999999999999,0.075,1.29,0.0,189701000.0,1.58,-0.0027
CRFB3,11.37,13.76,1.18,0.233,0.0297,0.259,-6.01,4.88,-0.86,6.51,4.82,0.047599999999999996,0.0194,0.0809,0.0858,0.91,97506100.0,20270000000.0,0.94,0.16620000000000001
CRIV3,5.22,11.69,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0433,0.0,4315.29,1061770000.0,0.0,0.0313
CRIV4,4.9,10.97,0.48,0.0,0.0967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0433,0.0,5015.56,1061770000.0,0.0,0.0313
CRPG3,55.0,23.35,1.97,1.988,0.08650000000000001,1.51,3.25,64.99,4.23,56.66,29.75,0.030600000000000002,0.0851,0.031200000000000002,0.08449999999999999,4.67,0.0,808891000.0,0.01,0.0999
CRPG5,28.3,12.01,1.02,1.023,0.168,0.777,1.67,33.44,2.18,25.11,13.18,0.030600000000000002,0.0851,0.031200000000000002,0.08449999999999999,4.67,175837.0,808891000.0,0.01,0.0999
CRPG6,27.6,11.72,0.99,0.998,0.1723,0.758,1.63,32.61,2.12,24.28,12.75,0.030600000000000002,0.0851,0.031200000000000002,0.08449999999999999,4.67,8083.32,808891000.0,0.01,0.0999
CRTP3,86.5,22.26,2.38,2.435,0.0,1.57,5.55,19.63,8.19,18.02,18.02,0.124,0.1094,0.12359999999999999,0.10679999999999999,2.14,0.0,1210570000.0,0.12,0.1011
CRTP5,62.1,15.98,1.71,1.748,0.0,1.127,3.98,14.09,5.88,12.48,12.48,0.124,0.1094,0.12359999999999999,0.10679999999999999,2.14,0.0,1210570000.0,0.12,0.1011
CRUZ3,27.59,25.31,22.46,6.614,0.0,7.185,62.03,20.74,124.93,20.75,19.27,0.3189,0.2613,0.46799999999999997,0.8876000000000001,1.19,0.0,1877350000.0,0.63,0.0304
CSAB3,28.4,11.97,1.15,48.085,0.0212,0.558,0.0,16.64,0.0,0.0,0.0,2.89,4.0183,0.0,0.096,0.0,348.1,189874000.0,0.0,-0.308
CSAB4,52.0,21.91,2.1,88.042,0.0127,1.022,0.0,30.46,0.0,0.0,0.0,2.89,4.0183,0.0,0.096,0.0,814.59,189874000.0,0.0,-0.308
CSAN3,14.72,23.46,1.34,0.694,0.0291,0.205,2.82,4.81,-0.45,12.35,8.1,0.1442,0.071,0.049,0.056900000000000006,1.62,136542000.0,20653200000.0,2.74,0.3922
CSED3,2.01,111.68,0.52,0.364,0.0678,0.157,1.59,2.59,-0.34,3.34,1.82,0.1405,0.0033,0.0753,0.004699999999999999,1.71,2035120.0,1405390000.0,0.76,0.1016
CSMG3,16.56,7.47,0.87,1.019,0.07780000000000001,0.477,12.29,4.96,-1.81,7.34,4.66,0.20550000000000002,0.1365,0.1079,0.11630000000000001,1.26,40647500.0,7254510000.0,0.57,0.0687
CSNA3,14.57,12.43,0.99,0.436,0.1661,0.226,2.37,1.92,-0.59,4.65,3.62,0.2267,0.0489,0.154,0.0797,1.36,138398000.0,19489500000.0,2.1,0.21530000000000002
CSPC3,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,1.43,0.3862,0.1885,0.2918,0.4533,1.43,0.0,2126670000.0,1.48,0.4115
CSPC4,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,1.43,0.3862,0.1885,0.2918,0.4533,1.43,0.0,2126670000.0,1.48,0.4115
CSRN3,24.21,7.0,2.9,1.148,0.16649999999999998,0.772,65.63,4.46,-1.54,6.83,5.86,0.2576,0.16390000000000002,0.19149999999999998,0.41350000000000003,1.05,3489.24,1405000000.0,1.73,0.1166
CSRN5,23.94,6.93,2.86,1.135,0.18530000000000002,0.764,64.9,4.41,-1.53,6.78,5.81,0.2576,0.16390000000000002,0.19149999999999998,0.41350000000000003,1.05,1328.83,1405000000.0,1.73,0.1166
CSRN6,24.0,6.94,2.87,1.138,0.1848,0.766,65.06,4.42,-1.53,6.79,5.82,0.2576,0.16390000000000002,0.19149999999999998,0.41350000000000003,1.05,417.81,1405000000.0,1.73,0.1166
CSTB3,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40850000000000003,0.2898,0.22399999999999998,0.2011,2.6,0.0,8420670000.0,0.14,0.3191
CSTB4,147.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40850000000000003,0.2898,0.22399999999999998,0.2011,2.6,0.0,8420670000.0,0.14,0.3191
CSUD3,9.95,5.65,1.09,0.774,0.0986,0.685,15.7,3.92,-9.7,3.92,2.48,0.1974,0.13699999999999998,0.22,0.19269999999999998,1.17,1414880.0,381846000.0,0.22,0.06860000000000001
CTIP3,49.5,35.13,8.76,8.248,0.0,3.774,-71.28,21.15,-14.32,21.42,18.26,0.3899,0.2348,0.2463,0.2494,0.85,0.0,1486250000.0,0.67,0.1343
CTKA3,21.46,-6.3,-0.86,0.217,0.0,0.221,0.9,7.09,-0.38,35.92,19.38,0.030699999999999998,-0.0345,0.0363,0.1363,1.57,0.0,-155100000.0,-3.62,0.19820000000000002
CTKA4,6.99,-2.05,-0.28,0.071,0.0,0.072,0.29,2.31,-0.12,31.14,16.8,0.030699999999999998,-0.0345,0.0363,0.1363,1.57,1048.93,-155100000.0,-3.62,0.19820000000000002
CTNM3,3.85,-0.39,0.23,0.066,0.0,0.031,-4.98,-0.93,-0.08,-9.41,-68.54,-0.0712,-0.2995,-0.04019999999999999,-0.6074,0.98,194.17,504079000.0,2.75,-0.011000000000000001
CTNM4,1.17,-0.12,0.07,0.02,0.0,0.01,-1.51,-0.28,-0.02,-8.76,-63.83,-0.0712,-0.2995,-0.04019999999999999,-0.6074,0.98,20903.9,504079000.0,2.75,-0.011000000000000001
CTPC3,0.2,76.36,1.08,0.0,0.0,0.097,0.0,-16.86,0.0,-18.75,-18.75,0.0,0.0,0.0,0.0141,0.0,0.0,2411000.0,0.0,-0.061
CTPC4,6.5,2.48,0.03,0.0,0.0,0.003,0.0,-0.55,0.0,-2.44,-2.44,0.0,0.0,0.0,0.0141,0.0,0.0,2411000.0,0.0,-0.061
CTSA3,1.46,-1.18,0.15,0.084,0.1487,0.066,-1.13,-4.96,-0.27,-20.6,60.72,-0.0169,-0.0712,-0.015600000000000001,-0.1234,0.84,6540.78,279573000.0,0.59,0.0535
CTSA4,0.96,-0.77,0.1,0.055,0.2487,0.043,-0.74,-3.26,-0.18,-18.9,55.72,-0.0169,-0.0712,-0.015600000000000001,-0.1234,0.84,17952.0,279573000.0,0.59,0.0535
CTSA8,1.0,-0.81,0.1,0.057,0.0,0.045,-0.78,-3.39,-0.19,-19.04,56.12,-0.0169,-0.0712,-0.015600000000000001,-0.1234,0.84,0.0,279573000.0,0.59,0.0535
CTWR3,100.0,9.76,56.77,0.317,0.0,1.141,3.79,-10.64,-142.17,-8.91,-8.91,-0.0298,0.0325,-0.2186,5.8191,1.45,0.0,879000.0,5.52,0.049400000000000006
CURY3,12.85,11.37,4.99,1.662,0.0562,1.34,3.77,7.68,26.26,7.05,7.02,0.2162,0.15439999999999998,0.2577,0.4388,1.93,17324700.0,751737000.0,0.64,0.3235
CVCB3,2.77,-1.77,2.43,0.629,0.0,0.196,-0.66,-9.05,-0.47,-10.01,7.18,-0.0695,-0.35479999999999995,-0.0361,-1.3696000000000002,0.63,69050200.0,316480000.0,2.83,-0.12890000000000001
CXSE3,9.06,9.2,2.5,0.0,0.0716,2.321,31.99,-270.98,32.1,-261.83,-261.86,0.0,0.0,-0.009300000000000001,0.2712,2.04,15962200.0,10889100000.0,0.0,0.0
CYRE3,13.9,6.87,0.78,1.027,0.0406,0.336,1.02,8.37,18.15,11.41,10.71,0.12269999999999999,0.1586,0.049400000000000006,0.11359999999999999,2.48,94583800.0,7121740000.0,0.69,0.1369
CYRE4,8.5,4.2,0.48,0.628,0.0,0.205,0.62,5.12,11.1,8.16,7.66,0.12269999999999999,0.1586,0.049400000000000006,0.11359999999999999,2.48,0.0,7121740000.0,0.69,0.1369
CZLT33,29.23,11.24,1.39,0.526,0.0,0.145,1.87,3.1,-0.29,10.26,4.03,0.1697,0.09140000000000001,0.053099999999999994,0.12359999999999999,1.58,0.0,5691680000.0,3.93,0.0788
CZRS3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0334,0.0,0.0,1145670000.0,0.0,0.1444
CZRS4,2.49,8.89,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0334,0.0,0.0,1145670000.0,0.0,0.1444
DAGB33,375.0,71.75,1.6,0.64,0.0,0.51,15.24,11.87,-1.27,19.35,30.65,0.053899999999999997,0.0167,0.0496,0.022400000000000003,1.17,0.0,12597300000.0,1.18,0.3208
DASA3,7.38,-10.6,0.58,0.313,0.0132,0.153,2.64,4.39,-0.34,13.37,6.1,0.0712,-0.029500000000000002,0.042,-0.0547,1.25,2507490.0,7078620000.0,1.62,0.3883
DAYC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17329999999999998,0.0,0.0,3009030000.0,0.0,0.0815
